Category,Name,Image,Website,Offer,Details,Districts
Chinese,PANDA WONTON,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2020-07/%E7%86%8A%E8%B2%93%E5%B0%8F%E9%9B%B2%E5%90%9E.jpg?itok=0EtQwNKQ,http://www.diningdiscount.hk/en/restaurant/208,"二人, 三人, 四人套餐 正價七折","本優惠適用於已接種疫苗之顧客。
所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。
除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計畫、商戶內部優惠同時使用。
優惠數量有限，先到先得。
顧客于參與商戶內消費時，須出示此活動的優惠詳情，方可享用有關優惠。
每位合資格的優惠使用者每次惠顧只可享優惠一次，恕不接受分桌或分單。
如有任何爭議，參與商戶保留最終決定權。","['Eastern', 'Kwun Tong', 'Wong Tai Sin', 'Yau Tsim Mong']"
Chinese,King Harbour Restaurant,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2019-08/%E6%B5%B7%E7%8E%8B%E6%BC%81%E6%B8%AF.jpg?itok=Pr1mNUn8,http://www.diningdiscount.hk/en/restaurant/29,7折套餐,"本優惠適用於已接種疫苗之顧客。
所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。
除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
優惠數量有限，先到先得。 餐飲優惠只適用於餐廳內享用，並不適用於外賣服務和購買煙草產品。
優惠使用者必須預先訂座，參與商戶會因應座位供應情況而決定是否接受訂座（如適用）。
所有餐飲優惠須另收取一成服務費，並會以原價計算（如適用）。
如有任何爭議，參與商戶保留最終決定權。","['North', 'Sai Kung', 'Sha Tin']"
Chinese,Eagle's Garden (Hilton Garden Inn Hong Kong Mongkok),http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-07/Gold%20EG%20Logo%20-%20300%20x%20300%20-%20Official%20Hilton%20Garden%20Inn%20Hong%20Kong%20Mongkok.png?itok=fpXfdn4i,http://www.diningdiscount.hk/en/restaurant/412,北京填鴨冬瓜盅消暑套餐7折,"圖片只供參考
所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。
除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
優惠數量有限，先到先得。
優惠並不適用於參與商戶之特定日期（如適用）。詳情請向參與商戶查詢。
餐飲優惠只適用於餐廳內享用，並不適用於外賣服務和購買煙草產品。
優惠使用者必須預先訂座，參與商戶會因應座位供應情況而決定是否接受訂座（如適用）。
所有餐飲優惠須另收取一成服務費，並會以原價計算（如適用）。
如有任何爭議，參與商戶保留最終決定權。",['Yau Tsim Mong']
Chinese,Moon Lok Chiu Chow,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-07/MLCC%20-%20Mavis%20Yeong_0.jpg?itok=9zr1oQhI,http://www.diningdiscount.hk/en/restaurant/408,提供優惠套餐,"本優惠適用於已接種疫苗的顧客。
所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。
除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
優惠並不適用於參與商戶之特定日期（如適用）。詳情請向參與商戶查詢。
如有任何爭議，參與商戶保留最終決定權。","['Yau Tsim Mong', 'Islands']"
Chinese,"The Door Northern Dining, Beijing & Si Chuen Cuisine",http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2019-08/%E5%89%8D%E9%96%80.jpg?itok=9TpYWruu,http://www.diningdiscount.hk/en/restaurant/78,30% off a set meal,"Offer available Monday-Sunday dinner, except on Public Holiday
所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。
除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
優惠並不適用於參與商戶之特定日期（如適用）。詳情請向參與商戶查詢。
餐飲優惠只適用於餐廳內享用，並不適用於外賣服務和購買煙草產品。
優惠使用者必須預先訂座，參與商戶會因應座位供應情況而決定是否接受訂座（如適用）。
所有餐飲優惠須另收取一成服務費，並會以原價計算（如適用）。
每位合資格的優惠使用者每次惠顧只可享優惠一次，恕不接受分桌或分單。
如有任何爭議，參與商戶保留最終決定權。
優惠條款及細則的中、英文版本如有任何差異，均以英文版本為準。",['Kwai Tsing']
Chinese,Dragon Feast Restaurant,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2019-10/%C3%A9%C2%BE%C2%8D%C3%A6%C2%82%C2%85-%C3%A9%C2%BE%C2%8D%C3%A5%C2%AE%C2%B4-%C3%A9%C2%BE%C2%8D%C3%A8%C2%96%C2%88AI-logo-02.jpg?itok=lMl2nPKw,http://www.diningdiscount.hk/en/restaurant/132,提供全單七折、套餐七折或個別食品七折優惠予四人一枱，四人均已接種疫苗的顧客。,"- 所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。
- 除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
- 優惠數量有限，先到先得。
- 惠並不適用於參與商戶之特定日期（如適用）。
- 詳情請向參與商戶查詢。
- 位合資格的優惠使用者每次惠顧只可享優惠一次，恕不接受分桌或分單。
- 如有任何爭議，參與商戶保留最終決定權。",['North']
Chinese,China House Shanghainese Cuisine,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2019-08/%E5%AE%B6%E5%82%B3%E6%BB%AC%E6%9B%89.jpg?itok=i3TOPfU7,http://www.diningdiscount.hk/en/restaurant/75,a 30% off set meal for Four,"Offer available Monday - Friday dinner, except on Public Holiday
所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。
除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
優惠並不適用於參與商戶之特定日期（如適用）。詳情請向參與商戶查詢。
餐飲優惠只適用於餐廳內享用，並不適用於外賣服務和購買煙草產品。
優惠使用者必須預先訂座，參與商戶會因應座位供應情況而決定是否接受訂座（如適用）。
所有餐飲優惠須另收取一成服務費，並會以原價計算（如適用）。
每位合資格的優惠使用者每次惠顧只可享優惠一次，恕不接受分桌或分單。
如有任何爭議，參與商戶保留最終決定權。
優惠條款及細則的中、英文版本如有任何差異，均以英文版本為準。","['Sham Shui Po', 'Tai Po']"
Chinese,Dragon King Restaurant,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2019-08/%C3%A9%C2%BE%C2%8D%C3%A7%C2%9A%C2%87LOGO%C3%AF%C2%BC%C2%88%C3%A5%C2%A4%C2%A7%C3%AF%C2%BC%C2%89.jpg?itok=9R-DH3Dr,http://www.diningdiscount.hk/en/restaurant/100,提供套餐七折,"本優惠適用於已接種疫苗的顧客。
所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。
除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
優惠數量有限，先到先得。如指定之優惠產品售完，參與商戶將提供其他等值或更高價值的優惠。
優惠並不適用於參與商戶之特定日期（如適用）。詳情請向參與商戶查詢。
顧客於參與商戶內消費時，須出示此活動的優惠詳情，方可享用有關優惠。
餐飲優惠只適用於餐廳內享用，並不適用於外賣服務和購買煙草產品。優惠使用者必須預先訂座，參與商戶會因應座位供應情況而決定是否接受訂座（如適用）。
每位合資格的優惠使用者每次惠顧只可享優惠一次，恕不接受分桌或分單。
如有任何爭議，參與商戶保留最終決定權。優惠條款及細則的中、英文版本如有任何差異，均以英文版本為準。","['Wan Chai', 'Kowloon City', 'Kwun Tong', 'Wong Tai Sin', 'Kwai Tsing']"
Chinese,Dragon Gown Restaurant,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-07/Dragon%20Gown%20-%20Karen%20Li%20%281%29.png?itok=_meVFMwD,http://www.diningdiscount.hk/en/restaurant/260,提供套餐七折,"本優惠適用於已接種疫苗的顧客。
所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。
除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
優惠數量有限，先到先得。 如指定之優惠產品售完，參與商戶將提供其他等值或更高價值的優惠。
優惠並不適用於參與商戶之特定日期（如適用）。
詳情請向參與商戶查詢。顧客於參與商戶內消費時，須出示此活動的優惠詳情，方可享用有關優惠。
餐飲優惠只適用於餐廳內享用，並不適用於外賣服務和購買煙草產品。優惠使用者必須預先訂座，參與商戶會因應座位供應情況而決定是否接受訂座（如適用）。
每位合資格的優惠使用者每次惠顧只可享優惠一次，恕不接受分桌或分單。
如有任何爭議，參與商戶保留最終決定權。 優惠條款及細則的中、英文版本如有任何差異，均以英文版本為準。",['Wan Chai']
Chinese,Kong Fu Zi  ,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-07/KFZ%20%E6%A9%AB%20-%20Club%20East%20Club%20East.jpg?itok=carwtEwL,http://www.diningdiscount.hk/en/restaurant/399,主餐牌及午市餐牌7折,"• Offer cannot be used in conjunction with other promotional offers (Including Club East member offers)

• Offer is not applicable to set menu, all private parties, tailor-made menus, promotional menus & offers","['Wan Chai', 'Kwun Tong']"
Chinese,Yat Yat Place,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2020-07/%E9%80%B8%E9%80%B8%E5%B1%85.jpg?itok=MrdEA-4t,http://www.diningdiscount.hk/en/restaurant/263,提供全單七折、套餐七折或個別食品七折優惠予四人一枱，四人均已接種疫苗的顧客。,"- 所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。
- 除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
- 優惠數量有限，先到先得。
- 優惠並不適用於參與商戶之特定日期（如適用）。
- 詳情請向參與商戶查詢。
- 每位合資格的優惠使用者每次惠顧只可享優惠一次，恕不接受分桌或分單。
- 如有任何爭議，參與商戶保留最終決定權。","['Kowloon City', 'Kwai Tsing', 'Yuen Long']"
Chinese,Loong Yuen (Holiday Inn Golden Mile),http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-06/Holiday%20Inn%20Golden%20Mile%20Hong%20Kong_LOGO_Colour_V%20-%20Catering%20Holiday%20Inn_1.jpg?itok=IQiJTb6d,http://www.diningdiscount.hk/en/restaurant/357,30% off lunch & dinner in Loong Yuen,"Offer is applicable to customers who have been vaccinated
Offers cannot be used in conjunction with other promotional offers, discounted items, fixed price items, coupons/vouchers, bonus point programmes, or merchant internal offers, unless otherwise stated.
Offers may not be valid on blackout dates of participating merchants if applicable. Please check with participating merchants for details.
Customers are required to quote the offers upon order/purchase at participating merchants in order to enjoy the offer.
Dining offers are applicable to dine-in consumption only and not applicable to takeaway and tobacco items. Advance reservation is required if applicable and subject to seat availability.
10% service charge applies on dining offers and will be calculated based on original price if applicable.
Offers can only be redeemed once per eligible shopper per visit. Splitting of table
In case of any disputes, the decision of the participating merchant shall remain final.
In case of any discrepancies of the offer terms and conditions between English and Chinese versions, English version shall prevail.",['Yau Tsim Mong']
Chinese,Dragon Inn (Regal Riverside Hotel),http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-06/hotel%20logo_mid%20high%20res%20-%20Kammy%20Lui%20%281%29_1.jpg?itok=B2__YgHM,http://www.diningdiscount.hk/en/restaurant/384,July 30% off for food (except promotional items),"Offers are eligible for vaccinated customers.
Offers cannot be exchanged for cash, other products or discounts and are not transferable.
Offers cannot be used in conjunction with other promotional offers, discounted items, fixed price items, coupons/vouchers, bonus point programmes, or merchant internal offers, unless otherwise stated.
Offers may not be valid on blackout dates of participating merchants if applicable. Please check with participating merchants for details.
Customers are required to quote the offers upon order/purchase at participating merchants in order to enjoy the offer.
Dining offers are applicable to dine-in consumption only and not applicable to takeaway and tobacco items. Advance reservation is required if applicable and subject to seat availability.
10% service charge applies on dining offers and will be calculated based on original price if applicable.
Offers can only be redeemed once per eligible shopper per visit. Splitting of table or bill is not allowed for the purpose of enjoying the offers.
In case of any disputes, the decision of the participating merchant shall remain final.",['Sha Tin']
